,IMO,Name,Ship type,Technical efficiency,Ice Class,Total fuel consumption [m tonnes],Fuel consumptions assigned to On laden [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],CO₂ emissions assigned to Passenger transport [m tonnes],CO₂ emissions assigned to Freight transport [m tonnes],CO₂ emissions assigned to On laden [m tonnes],Annual Time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average Fuel consumption per transport work (volume) [g / m³ · n miles],Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles],Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles],Through ice [n miles],Time spent at sea [hours],Total time spent at sea through ice [hours],Fuel consumption per distance on laden voyages [kg / n mile],Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles],Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles],Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles],Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles],Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles],CO₂ emissions per distance on laden voyages [kg CO₂ / n mile],CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles],CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles],CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles],CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles],CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles],Additional information to facilitate the understanding of the reported average operational energy efficiency indicators,Average density of the cargo transported [m tonnes / m³],name,ship_type,length,breadth,draught,year_built,gross_tonnage,deadweight,engine_type,engine_model,engine_power,max_speed,avg_speed
8238,9631345,ANNA,General cargo ship,EIV (13.58 gCO₂/t·nm),IA,636.1,,1997.63,294.44,873.96,785.31,43.92,,,,1470.53,45.08,,,6.61,141.58,,,20.75,0.0,1470.53,0.0,,,,,,,,,,,,,,,ANNA,General cargo ship,118.0,15.0,6 m,2013.0,5751.0,8096.0,MAK,,2990 KW,13.1,10
8239,9631357,TRITO NAVIGATOR,General cargo ship,EIV (13.17 gCO₂/t·nm),IA,1065.92,,3350.79,1432.9,701.7,1135.9,68.6,,,,2532.4,38.54,6.26,,Division by zero!,121.15,19.68,,Division by zero!,,2532.4,,,,,,,,,,,,,,,,TRITO NAVIGATOR,General cargo ship,117.0,16.0,4.8 m,2013.0,5667.0,8137.0,MAK,6M32C,2995 KW,12.4,8.2
8240,9631369,TRENT NAVIGATOR,General cargo ship,EIV (13.17 gCO₂/t·nm),IA,1695.91,,5339.45,2016.8,1695.2,1472.8,154.5,,,,4444.1,34.3,6.21,,Division by zero!,107.98,19.54,,Division by zero!,,4444.1,,,,,,,,,,,,,,,,TRENT NAVIGATOR,General cargo ship,118.0,28.0,4.8 m,2013.0,5667.0,8096.0,MAK,6M32C,2995 KW,14.7,12.5
8241,9631371,TRADE NAVIGATOR,General cargo ship,EIV (13.17 gCO₂/t·nm),IA,1865.43,,5895.51,3253.9,948.4,1114.9,180.2,,,,4480.7,37.45,6.68,,Division by zero!,118.34,21.1,,Division by zero!,,4480.7,,,,,,,,,,,,,,,,TRADE NAVIGATOR,General cargo ship,118.0,16.0,5.1 m,2013.0,5667.0,8200.0,MAK,,2995 KW,15.6,10.8
8242,9631383,LADY RINA,Chemical tanker,EIV (7.8 gCO₂/t·nm),,3639.03,,11412.63,5996.2,951.61,1268.83,2681.87,,,,3647.39,99.11,6.59,,,310.82,20.68,,,,3647.39,,,,,,,,,,,,,,,,LADY RINA,Chemical tanker,183.0,27.0,10.6 m,2012.0,24507.0,39310.0,,,,14.3,12.6
8243,9631682,CRYSTAL SUNRISE,Gas carrier,EIV (7.02 gCO₂/t·nm),,2890.2,1406.5,9036.55,0.0,4464.92,4397.53,174.09,,,4397.53,1436.2,132.88,5.79,,,415.47,18.11,,,,1436.2,,130.97,2.82,,,,,409.49,8.81,,,,,,,CRYSTAL SUNRISE,Gas carrier,229.0,37.0,11.2 m,2013.0,46949.0,54070.0,Kawasaki,,,17.8,13.1
8244,9631797,MESSINA,Ro-pax ship,EIV (73 gCO₂/t·nm),,1870.25,,5996.02,5996.02,0.0,0.0,0.0,3957.37,2038.65,,1828.0,125.67,,,,402.9,,,,,1828.0,,,,,,,,,,,,,,,,MESSINA,Ro-pax ship,147.0,18.0,4.8 m,2013.0,5700.0,2710.0,,,,12.6,11.8
8245,9631840,SIGRID,Ro-ro ship,EIV (48.05 gCO₂/t·nm),IA,1422.3,,4559.89,4365.93,0.0,0.0,193.96,,,,4035.25,38.62,188.52,,,123.83,604.39,,,,4035.25,,,,,,,,,,,,,,,,SIGRID,Ro-ro ship,99.0,18.0,4.3 m,2013.0,6694.0,2530.0,,,,13.9,9.3
8246,9631955,APL TEMASEK,Container ship,EIV (9.2 gCO₂/t·nm),,9055.5,8473.4,28323.64,6049.06,3728.74,16693.79,1852.03,,,26471.6,1804.78,351.22,2.51,,,1098.54,7.85,,,,1804.78,,328.64,2.35,,,,,1026.7,7.34,,,,,,,APL TEMASEK,Container ship,397.0,51.0,12.4 m,2013.0,167658.0,177408.0,,,,17.3,11
8247,9631967,APL LION CITY,Container ship,EIV (7.99 gCO₂/t·nm),,4624.9,4173.9,14462.55,1941.23,9721.71,1358.15,1441.44,,,13021.1,1094.76,336.27,3.25,,,1051.56,10.15,,,,1094.76,,303.48,2.93,,,,,946.75,9.14,,,,,,,APL LION CITY,Container ship,397.0,51.0,12 m,2013.0,169423.0,176727.0,,,,11.2,11.2
8248,9631979,APL RAFFLES,Container ship,EIV (8.02 gCO₂/t·nm),,11847.7,11434.9,37024.11,4681.58,13725.84,17298.42,1318.27,,,35705.84,2518.77,318.66,2.53,,,995.8,7.91,,,,2518.77,,307.55,2.44,,,,,960.35,7.63,,,,,,,APL RAFFLES,Container ship,397.0,51.0,11.6 m,2013.0,169423.0,176727.0,,,,16.2,11.8
8249,9631981,APL CHANGI,Container ship,EIV (9.2 gCO₂/t·nm),,6410.3,5776.9,20100.64,2230.96,5986.02,10610.13,1273.52,,,18077.24,1190.19,363.15,2.94,,,1138.71,9.22,,,,1190.19,,351.71,2.65,,,,,1100.59,8.29,,,,,,,APL CHANGI,Container ship,397.0,51.0,10.9 m,2013.0,169423.0,176727.0,MAN-B&W,11K90MC-C,63210 KW,9.7,6.9
8250,9631993,APL VANDA,Container ship,EIV (9.2 gCO₂/t·nm),,5378.9,4490.7,16820.93,1854.16,11696.39,2200.69,1069.67,,,14026.91,1276.7,328.15,3.97,,,1026.2,12.41,,,,1276.7,,304.91,3.31,,,,,952.4,10.35,,,,,,,APL VANDA,Container ship,397.0,51.0,16.1 m,2013.0,169423.0,176727.0,,,,21.4,17.3
8251,9632002,APL SINGAPURA,Container ship,EIV (7.81 gCO₂/t·nm),,7383.8,6899.2,23206.48,2944.37,8339.24,10372.86,1550.01,,,21656.47,1649.16,344.02,2.57,,,1081.21,8.07,,,,1649.16,,321.44,2.4,,,,,1008.99,7.53,,,,,,,APL SINGAPURA,Container ship,397.0,51.0,16.5 m,2013.0,169423.0,176727.0,,,,22.4,16.6
8252,9632014,APL MERLION,Container ship,EIV (8 gCO₂/t·nm),,10768.2,10401.6,33622.54,2718.57,13611.04,16131.71,1161.23,,,32461.32,2740.35,300.41,2.37,,,938,7.39,,,,2740.35,,290.18,2.29,,,,,905.61,7.14,,,,,,,APL MERLION,Container ship,397.0,51.0,14.2 m,2014.0,168423.0,176727.0,MAN-B&W,11S90ME-C,63910 KW,19.5,12.8
8253,9632026,APL FULLERTON,Container ship,EEDI (10.4 gCO₂/t·nm),,8407.0,7184.7,26253.66,4236.63,18166.41,2507.16,1343.46,,,22415.95,1870.59,358.96,3.84,,,1120.97,11.99,,,,1870.59,,349.94,3.28,,,,,1091.78,10.24,,,,,,,APL FULLERTON,Container ship,397.0,51.0,15.3 m,2014.0,168423.0,176727.0,MAN-B&W,11S90ME-C,97000 KW,16.9,11.3
8254,9632064,MERETE MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,15101.96,,47028.52,3910.69,12170.82,29553.47,1393.55,,,,3340.47,302.68,1.67,,,942.58,5.2,,,,3340.47,,,,,,,,,,,,,,,,MERETE MAERSK,Container ship,399.0,60.0,10.6 m,2014.0,194849.0,194916.0,,,,14.8,12.3
8255,9632090,MOGENS MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,23192.57,,72221.73,10484.44,36866.33,23435.19,1435.76,,,,4324.6,333.54,2.04,,,1038.65,6.36,,,,4324.6,,,,,,,,,,,,,,,,MOGENS MAERSK,Container ship,399.0,59.0,15.5 m,2014.0,194849.0,194679.0,MAN,7/80me-k,58800 KW,22.9,17.5
8256,9632105,MORTEN MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,17312.81,,53979.07,4259.08,13698.78,34265.0,1756.21,,,,3371.5,318.14,1.84,,,991.93,5.74,,,,3371.5,,,,,,,,,,,,,,,,MORTEN MAERSK,Container ship,399.0,59.0,13.7 m,2014.0,194849.0,194790.0,MAN-B&W,8S80ME-C,59360 KW,22.3,16.8
8257,9632117,MUNKEBO MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,12931.71,,40372.69,2342.39,11013.08,26055.82,961.4,,,,3381.52,295.32,1.66,,,921.98,5.19,,,,3381.52,,,,,,,,,,,,,,,,MUNKEBO MAERSK,Container ship,399.0,60.0,17 m,2014.0,194849.0,194690.0,,,,20.5,17.3
8258,9632129,MAREN MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,15469.6,,48287.41,4882.87,6119.98,35572.71,1711.84,,,,3294.05,306.13,1.69,,,955.57,5.27,,,,3294.05,,,,,,,,,,,,,,,,MAREN MAERSK,Container ship,399.0,60.0,13.4 m,2014.0,194849.0,214733.0,MAN-B&W,,46600 KW,13.6,9.6
8259,9632131,MARGRETHE MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,13094.96,,40151.72,5052.11,11179.66,22535.98,1383.96,,,,2884.58,299.46,1.83,,,918.21,5.6,,,,2884.58,,,,,,,,,,,,,,,,MARGRETHE MAERSK,Container ship,399.0,59.0,16.3 m,2015.0,194849.0,214733.0,,,,21.9,18.2
8260,9632143,MARCHEN MAERSK,Container ship,Not Applicable,,7135.88,,22301.71,1437.78,4536.55,15494.45,832.94,,,,2176.77,275.32,1.92,,,860.47,5.99,,,,2176.77,,,,,,,,,,,,,,,,MARCHEN MAERSK,Container ship,399.0,59.0,13.6 m,2015.0,194849.0,214733.0,,,,21.4,19.6
8261,9632155,METTE MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,13955.21,,43489.28,4167.82,7114.6,30742.81,1464.04,,,,2954.55,302.34,1.68,,,942.21,5.23,,,,2954.55,,,,,,,,,,,,,,,,METTE MAERSK,Container ship,399.0,59.0,13.5 m,2015.0,194849.0,196000.0,,,,24.6,18.2
8262,9632167,MARIT MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,21318.88,,66441.38,12683.93,31399.49,21148.16,1209.8,,,,4568.27,305.91,2.02,,,953.38,6.28,,,,4568.27,,,,,,,,,,,,,,,,MARIT MAERSK,Container ship,399.0,59.0,11.5 m,2015.0,194849.0,196000.0,,,,12.7,8.8
8263,9632179,MATHILDE MAERSK,Container ship,EEDI (7.42 gCO₂/t·nm),,22241.53,,68585.77,9337.9,34134.04,24056.21,1057.61,,,,3750.4,338.85,2.15,,,1044.89,6.64,,,,3750.4,,,,,,,,,,,,,,,,MATHILDE MAERSK,Container ship,399.0,59.0,16 m,2015.0,194849.0,214733.0,,,,20.2,17.1
8264,9632208,APL DETROIT,Container ship,EEDI (11.72 gCO₂/t·nm),,17899.1,17318.7,56495.73,10736.42,31503.19,12396.51,1859.61,,,54636.12,4496.63,257.49,3.45,,,812.74,10.9,,,,4496.63,,249.15,3.34,,,,,785.99,10.54,,,,,,,APL DETROIT,Container ship,328.0,52.0,11.3 m,2014.0,109712.0,115019.0,,,,19.9,12.6
8265,9632210,APL MEXICO CITY,Container ship,EEDI (11.79 gCO₂/t·nm),,17657.7,17063.5,55764.73,17526.17,24395.73,11938.34,1904.49,,,53860.24,4406.97,253.8,3.59,,,801.52,11.35,,,,4406.97,,245.26,3.47,,,,,774.14,10.96,,,,,,,APL MEXICO CITY,Container ship,328.0,45.0,12.8 m,2014.0,109712.0,115024.0,MAN-B&W,,51070 KW,22,17.1
8266,9632272,BI JIA SHAN,Bulk carrier,EIV (6.05 gCO₂/t·nm),,1951.12,,6105.66,366.1,1989.41,3382.11,368.05,,,,1718.75,97.15,2.49,,,304.01,7.79,,,,1718.75,,,,,,,,,,,,,,,,BI JIA SHAN,Bulk carrier,189.0,32.0,12.2 m,2012.0,32962.0,56625.0,,,,13.2,10.7
8267,9632284,YI LONG SHAN,Bulk carrier,EIV (6.05 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,YI LONG SHAN,Bulk carrier,189.0,32.0,12 m,2013.0,32962.0,56637.0,,,,13,11.1
8268,9632296,SHOU CHEN SHAN,Bulk carrier,EIV (6.05 gCO₂/t·nm),,216.04,,679.57,0.0,157.75,484.86,36.97,,,,208.0,96.79,2.46,,,304.47,7.75,,,,208.0,,,,,,,,,,,,,,,,SHOU CHEN SHAN,Bulk carrier,189.0,32.0,13.1 m,2013.0,32962.0,56621.0,,,,14.6,10.3
8269,9632301,FU QUAN SHAN,Bulk carrier,EIV (6.05 gCO₂/t·nm),,387.29,,1225.76,38.76,1050.75,0.0,136.25,,,,318.67,110.91,2.61,,,351.02,8.26,,,,318.67,,,,,,,,,,,,,,,,FU QUAN SHAN,Bulk carrier,189.0,32.0,6.7 m,2013.0,32962.0,56621.0,,,,16.2,11.7
8270,9632313,WU GUI SHAN,Bulk carrier,EIV (6.05 gCO₂/t·nm),,749.24,,2358.24,158.38,1075.18,1046.46,78.23,,,,620.8,104.44,3.26,,,328.72,10.25,,,,620.8,,,,,,,,,,,,,,,,WU GUI SHAN,Bulk carrier,189.0,32.0,11.6 m,2013.0,32962.0,56625.0,,,,17.5,12.3
8271,9632480,MAERSK RUBICON,Container ship,Not Applicable,,538.21,,1677.25,0.0,1598.94,55.45,22.86,,,,246.52,166.63,4.12,,,519.27,12.83,,,,246.52,,,,,,,,,,,,,,,,MAERSK RUBICON,Container ship,249.0,37.0,10.6 m,2013.0,51032.0,62448.0,,,,21,13.7
8272,9632818,LMZ  ARIEL,Bulk carrier,EIV (5.65 gCO₂/t·nm),,1508.45,,4741.04,1148.9,2589.15,733.78,269.21,,,,1106.0,119.89,2.46,,,376.81,7.74,,,,1106.0,,,,,,,,,,,,,,,,LMZ  ARIEL,Bulk carrier,189.0,32.0,6.7 m,2012.0,33032.0,57000.0,,,,14.2,10.7
8273,9632959,DANHIL,Bulk carrier,EIV (4.85 gCO₂/t·nm),,1985.6,1744.1,6242.65,281.81,3275.74,2399.77,285.33,,,5468.4,1514.25,108.23,1.76,,,340.28,5.52,,,,1514.25,,105.46,1.54,,,,,330.67,4.83,,,,,,,DANHIL,Bulk carrier,229.0,32.0,12.9 m,2012.0,44336.0,81354.0,,,,12.9,10.9
8274,9633006,SANTA BARBARA,Bulk carrier,EIV (4.76 gCO₂/t·nm),,644.64,563.13,2045.05,553.53,1395.67,0.0,95.83,,,1783.72,687.1,84.73,2.22,,,268.8,7.05,,,,687.1,,Division by zero!,1.94,,,,,Division by zero!,6.15,,,,,,,SANTA BARBARA,Bulk carrier,199.0,32.0,,2013.0,34830.0,61381.0,,,,,
8275,9633109,NBA VAN GOGH,Bulk carrier,EIV (4.27 gCO₂/t·nm),,4416.21,,13936.36,126.48,6989.95,6462.58,357.35,,,,3170.59,113.29,3.28,,,357.51,10.35,,,,3170.59,,,,,,,,,,,,,,,,NBA VAN GOGH,Bulk carrier,234.0,38.0,14.6 m,2013.0,50626.0,95711.0,,,,17.2,11.9
8276,9633173,MARAN GAS DELPHI,LNG carrier,EIV (6.16 gCO₂/t·nm),,2350.4,,6664.08,0.0,3646.6,2939.2,78.26,,,,967.0,269.04,,4.3,,762.81,,12.2,,,967.0,,,,,,,,,,,,,,,,MARAN GAS DELPHI,LNG carrier,294.0,44.0,9.5 m,2014.0,103928.0,89671.0,,,,17.7,16.1
8277,9633185,MORNING CINDY,Vehicle carrier,EIV (16.55 gCO₂/t·nm),,1436.51,,4482.14,40.76,804.53,3425.88,210.96,,,,800.7,115.38,15.67,,,360.01,48.9,,,,800.7,,,,,,,,,,,,,,,,MORNING CINDY,Vehicle carrier,199.0,32.0,8.5 m,2012.0,59580.0,18735.0,,,,20.2,15.5
8278,9633197,BUCKAROO BOWL,Bulk carrier,EIV (6.91 gCO₂/t·nm),,728.84,,2306.13,168.12,953.63,1071.64,112.72,,,,840.6,76.1,2.63,,,240.77,8.32,,,,840.6,,,,,,,,,,,,,,,,BUCKAROO BOWL,Bulk carrier,179.0,29.0,6.6 m,2012.0,23264.0,38233.0,,,,14.7,11.6
8279,9633226,CAPE ARMERIA,Bulk carrier,EIV (4.39 gCO₂/t·nm),,583.33,,1843.53,0.0,1843.53,0.0,0.0,,,,325.7,155.89,Division by zero!,,,492.66,Division by zero!,,,,325.7,,,,,,,,,,,,,,,,CAPE ARMERIA,Bulk carrier,291.0,45.0,,2013.0,92758.0,181393.0,,,,,
8280,9633408,GALIO,Bulk carrier,EIV (3.94 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,GALIO,Bulk carrier,229.0,32.0,13.1 m,2013.0,43990.0,81404.0,,,,15.6,10.8
8281,9633410,MYKONOS,Bulk carrier,EIV (4.09 gCO₂/t·nm),,2243.02,,7029.45,0.0,2452.89,4497.54,79.02,,,,1957.78,117.52,2.47,,,368.3,7.74,,,,1957.78,,,,,,,,,,,,,,,,MYKONOS,Bulk carrier,229.0,32.0,7 m,2013.0,43990.0,81386.0,MAN-B&W,5S60MC-C,9800 KW,13.5,11.6
8282,9633422,MARAN GAS APOLLONIA,LNG carrier,EIV (6.65 gCO₂/t·nm),,1366.21,,3771.82,0.0,3670.21,0.0,101.61,,,,566.8,205.4,,Division by zero!,,567.08,,Division by zero!,,,566.8,,,,,,,,,,,,,,,,MARAN GAS APOLLONIA,LNG carrier,289.0,45.0,11.2 m,2014.0,105773.0,90434.0,,,,---,---
8283,9633434,MARAN GAS POSIDONIA,LNG carrier,EIV (6.65 gCO₂/t·nm),,2722.79,,7532.68,0.0,3394.34,3932.46,205.88,,,,1117.17,221.08,,2.95,,611.62,,8.17,,,1117.17,,,,,,,,,,,,,,,,MARAN GAS POSIDONIA,LNG carrier,288.0,45.0,11.2 m,2014.0,105773.0,90349.0,,,,21.6,17.8
8284,9633939,CAP SAN ARTEMISSIO,Container ship,EIV (9.95 gCO₂/t·nm),,11008.72,,34340.32,2804.09,22120.39,5914.5,3501.33,,,,2514.3,258.57,3.31,,,806.57,10.32,,,,2514.3,,,,,,,,,,,,,,,,CAP SAN ARTEMISSIO,Container ship,333.0,48.0,10 m,2014.0,119441.0,131095.0,MAN-B&W,7S90ME-GI,40670 KW,18.1,12.2
8285,9633941,CAP SAN MALEAS,Container ship,EIV (9.95 gCO₂/t·nm),,13243.79,,41380.5,6207.21,25065.06,6357.51,3750.72,,,,3093.6,257.77,3.16,,,805.4,9.89,,,,3093.6,,,,,,,,,,,,,,,,CAP SAN MALEAS,Container ship,333.0,48.0,11.1 m,2014.0,118938.0,124426.0,MAN-B&W,7S90ME-GI,40670 KW,19.5,13.7
8286,9633953,CAP SAN SOUNIO,Container ship,EIV (9.95 gCO₂/t·nm),,4407.22,,13777.99,1932.3,10185.27,72.01,1588.42,,,,850.41,304.74,3.29,,,952.7,10.29,,,,850.41,,,,,,,,,,,,,,,,CAP SAN SOUNIO,Container ship,333.0,48.0,11.4 m,2014.0,118938.0,124426.0,MAN-B&W,7S90ME-GI,40670 KW,14.8,14.8
8287,9633965,CAP SAN TAINARO,Container ship,EIV (9.81 gCO₂/t·nm),,3711.71,,11606.19,2536.68,7938.3,91.11,1040.09,,,,839.81,279.33,3.03,,,873.43,9.48,,,,839.81,,,,,,,,,,,,,,,,CAP SAN TAINARO,Container ship,333.0,48.0,9.8 m,2014.0,119441.0,131095.0,MAN-B&W,7S90ME-GI,40670 KW,17.1,11.8
8288,9633977,RED ZED I,Other ship types,EEDI (3.2 gCO₂/t·nm),,929.6,,2937.65,264.55,592.89,1951.03,129.2,,,,646.85,144.42,173.42,,Division by zero!,456.37,548.04,,Division by zero!,,646.85,,,,,,,,,,,,,,,,RED ZED I,Other ship types,216.0,43.0,8.5 m,2015.0,37071.0,51476.0,MAN-B&W,7s46mc,,11.6,9.7
8289,9634086,GASLOG SEATTLE,LNG carrier,EIV (7.31 gCO₂/t·nm),,2860.5,1380.3,7886.08,0.0,3804.63,3911.27,170.18,,,3804.63,819.02,245.49,,4.6,,676.8,,12.69,,,819.02,,290.04,,2.22,,,,799.46,,6.12,,,,,,GASLOG SEATTLE,LNG carrier,285.0,43.0,11.4 m,2013.0,98075.0,81982.0,,,,18.1,10.2
8290,9634098,SOLARIS,LNG carrier,EIV (8.8 gCO₂/t·nm),,1815.9,959.0,5007.92,0.0,2254.47,2645.5,107.94,,,2645.51,485.5,216.8,,2.67,,597.89,,7.36,,,485.5,,209.76,,1.41,,,,578.63,,3.89,,,,,,SOLARIS,LNG carrier,285.0,43.0,11.1 m,2014.0,98075.0,81852.0,,,,18.8,14.3
8291,9634165,JUMBO KINETIC,Other ship types,EIV (23 gCO₂/t·nm),IA,3952.9,,11350.03,5617.36,145.87,4616.35,970.46,,,,2693.53,103.56,55.11,,55.11,297.36,158.23,,158.23,,2693.53,,,,,,,,,,,,,,,,JUMBO KINETIC,Other ship types,152.0,28.0,6.7 m,2014.0,18099.0,14000.0,MAK,9M32C,9000 KW,14.9,12.8
8292,9634440,CBC FUYI,Bulk carrier,EIV (4.07 gCO₂/t·nm),,2138.85,1479.12,6686.12,488.39,1445.81,4462.57,289.34,,,4611.71,1842.6,101.86,2.39,,,318.43,7.46,,,,1842.6,,103.48,1.65,,,,,322.63,5.15,,,,,,,CBC FUYI,Bulk carrier,229.0,32.0,13.4 m,2014.0,43974.0,81762.0,,,,11.9,10.3
8293,9634969,IOANNA D,Bulk carrier,EIV (6.38 gCO₂/t·nm),,2444.92,,7733.04,603.32,2789.48,3932.73,407.51,,,,2348.92,84.64,3.96,,,267.7,12.53,,,,2348.92,,,,,,,,,,,,,,,,IOANNA D,Bulk carrier,179.0,28.0,9.3 m,2012.0,22434.0,35000.0,B&W,6S42MC,6480 KW,11.5,8
8294,9635248,RIJN CONFIDENCE,Bulk carrier,EIV (5.73 gCO₂/t·nm),,316.26,,998.64,0.0,0.0,965.61,33.02,,,,384.9,65.26,2.07,,,206.08,6.55,,,,384.9,,,,,,,,,,,,,,,,RIJN CONFIDENCE,Bulk carrier,179.0,28.0,,2013.0,21203.0,33328.0,,,,,
8295,9635315,GOLAR SNOW,LNG carrier,EIV (7.68 gCO₂/t·nm),,4089.42,,11456.35,0.0,7957.4,3278.66,220.28,,,,1361.82,206.81,,4.57,,579.36,,12.81,,,1361.82,,,,,,,,,,,,,,,,GOLAR SNOW,LNG carrier,280.0,43.0,9.5 m,2015.0,102200.0,82200.0,,,,15.6,15.6
8296,9635456,CS SATIRA,Bulk carrier,EIV (5.98 gCO₂/t·nm),,1174.0,,3708.9,587.69,423.53,2429.14,269.97,,,,1451.9,73.59,2.75,,,232.49,8.69,,,,1451.9,,,,,,,,,,,,,,,,CS SATIRA,Bulk carrier,179.0,30.0,8.1 m,2013.0,24793.0,37700.0,,,6599 KW,11.3,9.3
8297,9635468,CS SARAFINA,Bulk carrier,EIV (5.97 gCO₂/t·nm),,1825.0,,5775.92,0.0,2255.11,3364.8,231.1,,,,2196.0,70.8,2.23,,,224.08,7.07,,,,2196.0,,,,,,,,,,,,,,,,CS SARAFINA,Bulk carrier,179.0,30.0,9.2 m,2014.0,24793.0,37693.0,,,,12.6,10.2
8298,9635640,AMOLIANI,Container ship,EIV (12.24 gCO₂/t·nm),,6639.98,,20877.08,7792.49,8075.6,4379.4,629.59,,,,2617.5,185.6,3.78,,,583.56,11.89,,,,2617.5,,,,,,,,,,,,,,,,AMOLIANI,Container ship,270.0,42.0,13.5 m,2013.0,71000.0,80163.0,,,33670 KW,12.8,10.3
8299,9635652,RHODOS,Container ship,EIV (12.23 gCO₂/t·nm),,16272.48,,51306.1,25534.0,1960.25,22037.21,1774.64,,,,3747.7,236.93,4.64,,,747.03,14.62,,,,3747.7,,,,,,,,,,,,,,,,RHODOS,Container ship,270.0,42.0,,2013.0,71112.0,80228.0,MAN-B&W,,25108 KW,,
8300,9635664,MARY,Container ship,EIV (12.5 gCO₂/t·nm),,15536.75,,48747.48,22360.23,1842.23,22688.68,1856.35,,,,3895.38,234.27,4.49,,,735.05,14.08,,,,3895.38,,,,,,,,,,,,,,,,MARY,Container ship,270.0,42.0,11.8 m,2013.0,71021.0,80274.0,MAN-B&W,8S80ME-C,33670 KW,14.4,12.1
8301,9635676,ALEXANDRA,Container ship,EIV (11.82 gCO₂/t·nm),,15426.86,,48404.06,20219.96,1500.01,24858.61,1825.47,,,,4143.08,221.61,4.58,,,695.33,14.37,,,,4143.08,,,,,,,,,,,,,,,,ALEXANDRA,Container ship,270.0,42.0,11.3 m,2013.0,71021.0,80274.0,MAN-B&W,8S80ME-C,33670 KW,21.4,17.8
8302,9635688,SFL MAUI,Container ship,EIV (13.37 gCO₂/t·nm),,9087.18,,28671.63,12881.62,4485.84,9713.54,1590.64,,,,2785.7,215.69,4.4,,,680.54,13.89,,,,2785.7,,,,,,,,,,,,,,,,SFL MAUI,Container ship,270.0,42.0,,2013.0,71112.0,80115.0,MAN-B&W,8RT-FLEX82C,76875 KW,,
8303,9635743,BASIC PRINCESS,Bulk carrier,EIV (8.22 gCO₂/t·nm),,961.2,,3003.34,137.88,2682.39,47.06,136.0,,,,963.9,78.31,2.48,,,244.68,7.74,,,,963.9,,,,,,,,,,,,,,,,BASIC PRINCESS,Bulk carrier,179.0,29.0,8.2 m,2012.0,23264.0,38037.0,,,,12.6,11.5
8304,9635755,VALLE LUNA,Chemical tanker,EIV (5.55 gCO₂/t·nm),,1583.84,,5018.9,722.8,2502.45,1403.69,380.68,,,,1125.6,104.15,3.65,,,330.02,11.57,,,,1125.6,,,,,,,,,,,,,,,,VALLE LUNA,Chemical tanker,183.0,32.0,,2013.0,29939.0,49999.0,MAN-B&W,6S50ME,12000 KW,,
8305,9635767,ELANDRA STAR,Chemical tanker,EIV (5.71 gCO₂/t·nm),,4125.55,,12996.33,1000.32,5445.27,5811.76,738.98,,,,3918.38,91.74,4.01,,,289.01,12.63,,,,3918.38,,,,,,,,,,,,,,,,ELANDRA STAR,Chemical tanker,183.0,32.0,11.1 m,2013.0,29939.0,49999.0,B&W,6S50ME,8910 KW,14.9,9.8
