,IMO,Name,Ship type,Technical efficiency,Ice Class,Total fuel consumption [m tonnes],Fuel consumptions assigned to On laden [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],CO₂ emissions assigned to Passenger transport [m tonnes],CO₂ emissions assigned to Freight transport [m tonnes],CO₂ emissions assigned to On laden [m tonnes],Annual Time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average Fuel consumption per transport work (volume) [g / m³ · n miles],Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles],Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles],Through ice [n miles],Time spent at sea [hours],Total time spent at sea through ice [hours],Fuel consumption per distance on laden voyages [kg / n mile],Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles],Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles],Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles],Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles],Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles],CO₂ emissions per distance on laden voyages [kg CO₂ / n mile],CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles],CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles],CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles],CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles],CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles],Additional information to facilitate the understanding of the reported average operational energy efficiency indicators,Average density of the cargo transported [m tonnes / m³],name,ship_type,length,breadth,draught,year_built,gross_tonnage,deadweight,engine_type,engine_model,engine_power,max_speed,avg_speed
8170,9626118,ALENTEJO,Bulk carrier,EIV (6.53 gCO₂/t·nm),,1534.0,,4855.63,221.0,2159.0,2255.0,219.0,,,,1626.0,80.27,2.93,,,254.09,9.29,,,,1626.0,,,,,,,,,,,,,,,,ALENTEJO,Bulk carrier,180.0,29.0,8 m,2013.0,24166.0,36041.0,MAN-B&W,5S50ME,10000 KW,13.7,12.2
8171,9626120,DALARNA,Bulk carrier,EIV (6.54 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,DALARNA,Bulk carrier,180.0,30.0,,2014.0,24166.0,35958.0,,,,,
8172,9626132,VECTIS PRIDE,General cargo ship,EEDI (9.6 gCO₂/t·nm),IA,1728.06,,5488.75,574.13,2464.24,2216.06,234.32,,,,4514.05,40.84,,,5.8,129.73,,,18.43,,4514.05,,,,,,,,,,,,,,,,VECTIS PRIDE,General cargo ship,123.0,17.0,8.1 m,2012.0,7227.0,11183.0,MAK,6M43C,3123 KW,12.9,9.1
8173,9626144,VECTIS PROGRESS,General cargo ship,EEDI (9.3 gCO₂/t·nm),IA,1053.01,,3343.5,272.63,1775.02,1238.66,57.18,,,,2678.97,40.13,,,5.13,127.42,,,16.29,,2678.97,,,,,,,,,,,,,,,,VECTIS PROGRESS,General cargo ship,123.0,17.0,7.1 m,2012.0,7227.0,10260.0,MAK,6M32C,3000 KW,13.8,10.7
8174,9626156,ONEGO ISLE,General cargo ship,EEDI (9.4 gCO₂/t·nm),IA,1152.39,,3646.59,268.12,1567.92,1732.5,78.05,,,,3005.77,40.71,,,4.4,128.81,,,13.92,,3005.77,,,,,,,,,,,,,,,,ONEGO ISLE,General cargo ship,123.0,17.0,6.5 m,2012.0,7227.0,10150.0,,,,12.5,10.3
8175,9626285,GASLOG SKAGEN,LNG carrier,EIV (7.36 gCO₂/t·nm),,2640.8,1264.0,7275.06,0.0,3683.18,3482.48,109.4,,,3482.48,895.5,231.87,,3.85,,638.78,,10.61,,,895.5,,271.83,,1.84,,,,748.92,,5.08,,,,,,GASLOG SKAGEN,LNG carrier,285.0,43.0,11.4 m,2013.0,98451.0,81846.0,Wartsila,12V50DF,25000 KW,17.1,8.9
8176,9626302,STRATEGIC TENACITY,Bulk carrier,EIV (6.7 gCO₂/t·nm),,1799.97,1619.23,5688.43,24.85,5089.55,499.88,74.14,,,5114.39,979.6,149.88,18.93,,,473.66,59.84,,,,979.6,,433.81,17.03,,,,,1370.2,53.8,,,,,,,STRATEGIC TENACITY,Bulk carrier,186.0,27.0,10.4 m,2012.0,22664.0,36851.0,,,,16.3,11.3
8177,9626314,RESOLUTE BAY,Bulk carrier,EIV (6.77 gCO₂/t·nm),,896.15,,2826.18,50.76,255.1,1815.26,705.08,,,,928.18,89.63,3.11,,,282.66,9.82,,,,928.18,,,,,,,,,,,,,,,,RESOLUTE BAY,Bulk carrier,186.0,27.0,6.2 m,2012.0,22664.0,36798.0,B&W,11K98MC,8000 KW,18.3,11
8178,9626376,APOGEE WONDER,Bulk carrier,EIV (8.07 gCO₂/t·nm),,2099.98,,6615.37,2242.0,1938.0,2221.0,215.0,,,,2035.0,83.65,3.43,,,263.52,10.81,,,,2035.0,,,,,,,,,,,,,,,,APOGEE WONDER,Bulk carrier,186.0,27.0,,2012.0,22662.0,37194.0,,,,,
8179,9626388,STRATEGIC SPIRIT,Bulk carrier,EIV (6.64 gCO₂/t·nm),,619.67,496.06,1931.01,0.0,343.8,1544.82,42.38,,,1544.83,678.4,71.73,2.53,,,223.52,7.87,,,,678.4,,72.51,2.02,,,,,225.82,6.3,,,,,,,STRATEGIC SPIRIT,Bulk carrier,186.0,27.0,8.9 m,2012.0,22662.0,37194.0,MAN-B&W,6S46MC-C,7860 KW,---,---
8180,9626390,RUBY,Bulk carrier,EIV (6.42 gCO₂/t·nm),,2495.86,,7889.0,209.99,4582.07,2929.25,167.67,,,,2996.6,76.82,2.69,,,242.83,8.5,,,,2996.6,,,,,,,,,,,,,,,,RUBY,Bulk carrier,183.0,27.0,10.9 m,2012.0,23760.0,37039.0,MAN-B&W,6S46MC-C,7860 KW,14.9,11.1
8181,9626522,BAHRI JEDDAH,Container/ro-ro cargo ship,EIV (9.71 gCO₂/t·nm),,1638.1,1579.4,5113.86,162.32,1756.0,3007.97,187.57,,,4926.29,1318.8,96.77,,2.84,,302.11,,8.88,,,1318.8,,93.31,,2.74,,,,291.03,,8.55,,,,,,BAHRI JEDDAH,Container/ro-ro cargo ship,220.0,32.0,8.5 m,2014.0,50714.0,26000.0,Wartsila,,12450 KW,17.7,12.8
8182,9626534,BAHRI YANBU,Container/ro-ro cargo ship,EIV (9.71 gCO₂/t·nm),,1021.8,996.8,3191.8,115.81,715.34,2280.5,80.15,,,3111.65,882.7,84.45,,2.99,,263.8,,9.34,,,882.7,,82.38,,2.92,,,,257.17,,9.1,,,,,,BAHRI YANBU,Container/ro-ro cargo ship,220.0,32.0,8.4 m,2014.0,50714.0,26000.0,Wartsila,,12600 KW,21.5,15
8183,9626601,NORDIC OSLO,Bulk carrier,EIV (7 gCO₂/t·nm),,505.94,406.54,1598.74,0.0,1286.07,231.77,80.89,,,1286.08,533.5,93.36,3.45,,,295.01,10.91,,,,533.5,,88.75,2.77,,,,,280.77,8.77,,,,,,,NORDIC OSLO,Bulk carrier,180.0,30.0,,2012.0,24212.0,35866.0,MAN-B&W,5S50ME,7500 KW,,
8184,9626613,MOTHER M,Bulk carrier,EIV (6.7 gCO₂/t·nm),,948.89,,3003.43,529.16,679.87,1550.81,243.59,,,,1070.4,88.38,3.06,,,279.73,9.67,,,,1070.4,,,,,,,,,,,,,,,,MOTHER M,Bulk carrier,180.0,30.0,10.3 m,2012.0,24212.0,35856.0,,,,14.6,10.5
8185,9626687,STERLING SVEA,Bulk carrier,EIV (4.11 gCO₂/t·nm),,3001.21,,9375.18,0.0,6079.54,3184.2,111.43,,,,2473.05,105.5,1.9,,,329.57,5.93,,,,2473.05,,,,,,,,,,,,,,,,STERLING SVEA,Bulk carrier,229.0,32.0,7.3 m,2013.0,44601.0,81510.0,MAN-B&W,6S60MC,10770 KW,16,11.4
8186,9626716,CONSTANTINE,General cargo ship,EEDI (12.84 gCO₂/t·nm),IA,1661.4,1503.4,5275.24,460.83,2094.72,2537.21,182.49,,,4775.67,2872.95,64.14,32.63,,32.63,203.66,103.59,,103.59,,2872.95,,65.06,29.52,,29.52,,,206.68,93.78,,93.78,,,,,CONSTANTINE,General cargo ship,138.0,21.0,---,2012.0,9627.0,12502.0,,,,---,---
8187,9626730,GLOBAL LAGUNA,Bulk carrier,EIV (7.02 gCO₂/t·nm),,961.5,,3038.49,711.81,890.53,1114.74,321.42,,,,905.5,95.88,2.17,,,303,6.86,,,,905.5,,,,,,,,,,,,,,,,GLOBAL LAGUNA,Bulk carrier,197.0,32.0,12.4 m,2012.0,33239.0,58695.0,,,,12.3,8.9
8188,9626742,GLOBAL ORIOLE,Bulk carrier,EIV (4.53 gCO₂/t·nm),,910.3,,2845.57,212.72,970.33,1560.89,101.63,,,,675.3,110.52,2.59,,,345.5,8.1,,,,675.3,,,,,,,,,,,,,,,,GLOBAL ORIOLE,Bulk carrier,197.0,32.0,8.6 m,2012.0,33239.0,58716.0,,,,14.1,12
8189,9626924,PACIFIC CROWN,Bulk carrier,EIV (5.5 gCO₂/t·nm),,441.0,,1395.31,299.4,90.7,884.8,118.2,,,,303.0,116.57,3.33,,,368.82,10.53,,,,303.0,,,,,,,,,,,,,,,,PACIFIC CROWN,Bulk carrier,189.0,33.0,,2012.0,33057.0,56469.0,,,,,
8190,9626948,PACIFIC BLESS,Bulk carrier,EIV (5.3 gCO₂/t·nm),,425.0,,1342.75,0.0,1233.2,93.4,15.8,,,,353.0,103.71,48.4,,,327.66,152.91,,,,353.0,,,,,,,,,,,,,,,,PACIFIC BLESS,Bulk carrier,189.0,32.0,,2012.0,33057.0,56361.0,,,,,
8191,9626986,GRAVITY,Bulk carrier,EIV (5.05 gCO₂/t·nm),,1570.51,,4910.26,192.0,725.0,3593.0,400.0,,,,1426.0,104.19,3.04,,,325.77,9.49,,,,1426.0,,,,,,,,,,,,,,,,GRAVITY,Bulk carrier,189.0,32.0,,2014.0,33093.0,56546.0,B&W,,8500 KW,,
8192,9627095,VANGELIS,Bulk carrier,EIV (3.72 gCO₂/t·nm),,1259.5,,3978.6,0.0,1598.4,2216.92,163.28,,,,657.0,182.88,1.8,,,577.7,5.68,,,,657.0,,,,,,,,,,,,,,,,VANGELIS,Bulk carrier,295.0,45.0,14.8 m,2014.0,94863.0,179859.0,,,,12.7,11
8193,9627758,W-ORIGINAL,Bulk carrier,EIV (4.18 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,W-ORIGINAL,Bulk carrier,229.0,32.0,14.6 m,2012.0,44325.0,81874.0,,,,12.9,11.4
8194,9627904,CSAV TRAIGUEN,Container ship,EIV (11.82 gCO₂/t·nm),,13779.11,12373.8,43304.79,12976.44,11247.97,15950.39,3129.98,,,38852.8,3639.0,269.64,4.06,,,847.42,12.76,,,,3639.0,,254.58,3.64,,,,,799.35,11.44,,,,,,,CSAV TRAIGUEN,Container ship,299.0,48.0,13 m,2013.0,96628.0,116384.0,,,,22.7,15.7
8195,9627916,CSAV TRANCURA,Container ship,EIV (12.32 gCO₂/t·nm),,6698.04,,21062.73,3769.62,11453.58,4419.32,1420.21,,,,1598.1,271.11,3.78,,,852.55,11.87,,,,1598.1,,,,,,,,,,,,,,,,CSAV TRANCURA,Container ship,299.0,48.0,10.3 m,2013.0,96628.0,115997.0,MAN-B&W,9S90ME,47430 KW,15.3,11.2
8196,9627928,TYNDALL,Container ship,EIV (11.12 gCO₂/t·nm),,1710.36,1584.95,5342.24,0.0,1673.08,3270.92,398.25,,,4943.99,727.9,233.42,3.46,,,729.07,10.81,,,,727.9,,216.3,3.21,,,,,674.72,10.01,,,,,,,TYNDALL,Container ship,300.0,48.0,12.3 m,2014.0,96628.0,116058.0,MAN-B&W,,47430 KW,21.4,18
8197,9627978,OOCL BANGKOK,Container ship,EIV (13.62 gCO₂/t·nm),,5806.9,5766.4,18111.96,0.0,8635.63,9346.58,129.73,,,17982.22,1371.5,270.54,3.84,,,843.82,11.99,,,,1371.5,,268.65,3.82,,,,,837.78,11.9,,,,,,,OOCL BANGKOK,Container ship,366.0,48.0,12.5 m,2013.0,141003.0,144043.0,B&W,12K98MC,175000 KW,20.9,15.5
8198,9627980,OOCL MALAYSIA,Container ship,EIV (13.61 gCO₂/t·nm),,11590.58,11099.38,36152.56,5301.22,7927.52,21349.89,1573.91,,,34578.65,2593.1,295.23,3.01,,,920.86,9.38,,,,2593.1,,282.72,2.88,,,,,880.77,8.97,,,,,,,OOCL MALAYSIA,Container ship,366.0,48.0,15 m,2013.0,141003.0,144162.0,,,,20.3,15.6
8199,9628049,SPRING SUNSHINE,Bulk carrier,EIV (5.84 gCO₂/t·nm),,679.26,,2124.19,0.0,616.46,1483.05,24.69,,,,667.37,95.43,2.82,,,298.43,8.82,,,,667.37,,,,,,,,,,,,,,,,SPRING SUNSHINE,Bulk carrier,189.0,32.0,,2013.0,29304.0,46947.0,,,,,
8200,9628116,BEKS YILMAZ,Bulk carrier,EIV (4.98 gCO₂/t·nm),,1971.0,,6232.41,0.0,3105.29,2902.68,224.35,,,,1535.3,104.47,3.14,,,330.33,9.94,,,,1535.3,,,,,,,,,,,,,,,,BEKS YILMAZ,Bulk carrier,229.0,32.0,11.4 m,2012.0,44422.0,81546.0,,,,14.8,10.3
8201,9628128,HANDY PERTH,Bulk carrier,EIV (7.1 gCO₂/t·nm),,505.49,,1577.74,0.0,116.83,1395.99,64.93,,,,510.8,89.56,3.07,,,279.52,9.59,,,,510.8,,,,,,,,,,,,,,,,HANDY PERTH,Bulk carrier,180.0,30.0,10 m,2013.0,23495.0,35177.0,,,,14.6,9.4
8202,9628257,STELLAR ENGURI,Bulk carrier,EIV (7.46 gCO₂/t·nm),,1169.91,,3701.38,969.84,743.49,1830.67,157.38,,,,1269.9,77.72,4.1,,,245.88,12.96,,,,1269.9,,,,,,,,,,,,,,,,STELLAR ENGURI,Bulk carrier,179.0,28.0,,2012.0,21441.0,33677.0,,,,,
8203,9628300,HILDA KNUTSEN,Oil tanker,EIV (5.58 gCO₂/t·nm),IA,8583.6,,27519.02,14180.46,4986.93,6358.78,1992.85,,,,3423.93,296.04,7.65,,,949.09,24.52,,,,3423.93,,,,,,,,,,,,,,,,HILDA KNUTSEN,Oil tanker,275.0,46.0,9.8 m,2013.0,80850.0,123166.0,,,,14.6,10.6
8204,9628764,CHANG HANG BIN HAI,Bulk carrier,EIV (5.57 gCO₂/t·nm),,306.39,,971.17,0.0,273.55,405.97,291.65,,,,255.53,123.11,4.68,,,390.22,14.84,,,,255.53,,,,,,,,,,,,,,,,CHANG HANG BIN HAI,Bulk carrier,199.0,32.0,13.1 m,2012.0,33736.0,58002.0,,,,13.7,11.5
8205,9628817,STELLAR TRADER,Bulk carrier,EIV (5.44 gCO₂/t·nm),,2275.07,,7139.84,752.52,3449.95,2552.14,385.22,,,,2812.48,71.62,2.55,,,224.75,8.01,,,,2812.48,,,,,,,,,,,,,,,,STELLAR TRADER,Bulk carrier,179.0,30.0,,2013.0,24245.0,35946.0,MAN-B&W,5S50MC,4650 KW,,
8206,9628934,UNION MARINER,Bulk carrier,EIV (4.56 gCO₂/t·nm),,1311.66,,4105.88,273.32,1715.01,2001.71,115.83,,,,966.67,115.72,3.57,,,362.23,11.18,,,,966.67,,,,,,,,,,,,,,,,UNION MARINER,Bulk carrier,229.0,32.0,7.4 m,2013.0,44647.0,81964.0,MAN-B&W,6S50ME-C8.2,,12.3,10.8
8207,9628946,UNION VOYAGER,Bulk carrier,EIV (4.47 gCO₂/t·nm),,1257.42,,3974.61,0.0,1852.09,2047.5,75.02,,,,965.28,111.49,3.14,,,352.42,9.92,,,,965.28,,,,,,,,,,,,,,,,UNION VOYAGER,Bulk carrier,229.0,32.0,7.2 m,2014.0,44647.0,81964.0,MAN-B&W,,11900 KW,14.8,11.2
8208,9629055,EVER LUCID,Container ship,EIV (14.24 gCO₂/t·nm),,1223.73,,3859.35,1249.62,812.69,1608.29,188.73,,,,322.5,226.99,5.42,,,715.89,17.09,,,,322.5,,,,,,,,,,,,,,,,EVER LUCID,Container ship,334.0,45.0,12 m,2014.0,99998.0,104555.0,,,,22.3,15.4
8209,9629380,TOKYO BAY,Container ship,EEDI (17.97 gCO₂/t·nm),,8564.82,7602.46,26764.57,9489.98,11998.39,2212.14,3064.05,,,23700.52,2564.9,211.17,3.94,,,659.91,12.3,,,,2564.9,,187.45,3.49,,,,,584.36,10.89,,,,,,,TOKYO BAY,Container ship,270.0,42.0,12.4 m,2013.0,69809.0,80578.0,MAN-B&W,6S80ME-C,27060 KW,19.6,17
8210,9629457,CARDIFF,Container ship,EIV (11.71 gCO₂/t·nm),,1789.99,,5574.03,0.0,2014.84,3525.17,34.04,,,,519.8,196.01,4.06,,,610.38,12.66,,,,519.8,,,,,,,,,,,,,,,,CARDIFF,Container ship,270.0,42.0,9.5 m,2014.0,69809.0,80551.0,MAN-B&W,6S80ME-C,27060 KW,17.6,15.8
8211,9629495,ARICA,Chemical tanker,EIV (5 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,ARICA,Chemical tanker,183.0,32.0,8.7 m,2013.0,29983.0,49998.0,,,,9.4,8.5
8212,9629548,SEATREASURE,Chemical tanker,EIV (5.5 gCO₂/t·nm),,2173.75,,6801.57,853.9,2068.7,3637.5,231.36,,,,2189.3,99,4.05,,,309.77,12.69,,,,2189.3,,,,,,,,,,,,,,,,SEATREASURE,Chemical tanker,183.0,32.0,6 m,2013.0,29925.0,50660.0,MAN-B&W,6G60ME-C,9019 KW,6.8,6.8
8213,9629550,SEASALVIA,Chemical tanker,EIV (5.5 gCO₂/t·nm),,2970.08,,9379.49,2328.68,2845.41,2762.03,1243.15,,,,2622.0,99.54,4.96,,,314.36,15.67,,,,2622.0,,,,,,,,,,,,,,,,SEASALVIA,Chemical tanker,183.0,32.0,9.6 m,2013.0,29925.0,50660.0,,,,12.3,7.6
8214,9629562,SEAPRIDE,Chemical tanker,EEDI (5.39 gCO₂/t·nm),,2471.92,,7816.63,891.59,2914.65,2711.67,1149.88,,,,1863.0,124.62,5.46,,,394.07,17.27,,,,1863.0,,,,,,,,,,,,,,,,SEAPRIDE,Chemical tanker,183.0,32.0,8.5 m,2013.0,29925.0,50660.0,,,,14.7,11.3
8215,9629574,SEAFRIEND,Chemical tanker,EEDI (5.31 gCO₂/t·nm),,714.15,,2259.0,90.47,1503.98,439.21,197.8,,,,728.6,98.34,2.72,,,311.08,8.61,,,,728.6,,,,,,,,,,,,,,,,SEAFRIEND,Chemical tanker,183.0,32.0,8.5 m,2013.0,29925.0,50660.0,,,,12.2,10.3
8216,9629586,YENISEI RIVER,LNG carrier,EIV (5.88 gCO₂/t·nm),IA,10479.78,,29110.8,0.0,26562.78,2152.78,395.31,,,,2427.2,301.77,,2.53,,838.27,,7.01,,,2427.2,,,,,,,,,,,,,,,,YENISEI RIVER,LNG carrier,288.0,44.0,11.4 m,2013.0,100236.0,84565.0,Wartsila,50df,24900 KW,20.2,15.7
8217,9629598,LENA RIVER,LNG carrier,EIV (5.88 gCO₂/t·nm),IA,9335.08,,25969.12,0.0,17547.0,8041.16,380.97,,,,2580.75,257.78,,2.8,,717.12,,7.78,,,2580.75,,,,,,,,,,,,,,,,LENA RIVER,LNG carrier,288.0,44.0,11.4 m,2013.0,100236.0,84585.0,Wartsila,50df,24900 KW,20.7,14.1
8218,9629627,GREAT MIND,Bulk carrier,EIV (3.77 gCO₂/t·nm),,966.71,,3026.11,0.0,1366.42,1548.5,111.17,,,,823.7,102.55,3.47,,,321,10.86,,,,823.7,,,,,,,,,,,,,,,,GREAT MIND,Bulk carrier,225.0,32.0,7.7 m,2011.0,40913.0,75474.0,,,,13.8,11.5
8219,9629653,GNG CONCORD 1,Bulk carrier,EIV (4.04 gCO₂/t·nm),,1237.19,655.76,3882.18,955.21,1138.56,1680.09,108.5,,,2068.46,1112.6,92.2,3.11,,,289.33,9.77,,,,1112.6,,101,1.65,,,,,318.57,5.2,,,,,,,GNG CONCORD 1,Bulk carrier,225.0,32.0,7.1 m,2012.0,41073.0,75397.0,,,,12.8,11.2
8220,9629706,NORD STEADY,Chemical tanker,EIV (5.3 gCO₂/t·nm),,2033.1,,6436.57,0.0,4234.12,2128.07,74.38,,,,2675.07,77.18,3.11,,,244.35,9.86,,,,2675.07,,,,,,,,,,,,,,,,NORD STEADY,Chemical tanker,183.0,32.0,11.1 m,2013.0,29983.0,49994.0,,,,13.7,12.1
8221,9629718,ANTOFAGASTA,Chemical tanker,EIV (5.1 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,ANTOFAGASTA,Chemical tanker,183.0,32.0,10.6 m,2013.0,29983.0,49996.0,,,,---,---
8222,9629823,KAPETAN NONDAS,Bulk carrier,EIV (6.44 gCO₂/t·nm),,530.2,,1673.07,0.0,431.0,1095.0,147.0,,,,565.0,89,7.97,,,280.86,25.14,,,,565.0,,,,,,,,,,,,,,,,KAPETAN NONDAS,Bulk carrier,179.0,28.0,,2012.0,22434.0,34827.0,,,,,
8223,9629938,STI TOPAZ,Oil tanker,EEDI (5.24 gCO₂/t·nm),,1035.4,,3233.34,0.0,2255.48,865.66,112.21,,,,1048.4,86.05,2.79,,,268.71,8.7,,,,1048.4,,,,,,,,,,,,,,,,STI TOPAZ,Oil tanker,183.0,32.0,8.1 m,2012.0,29725.0,49990.0,,6S50ME-B9,,14.1,12.8
8224,9629940,STI RUBY,Oil tanker,EEDI (5.19 gCO₂/t·nm),,970.2,,3028.53,511.37,1182.53,1257.37,77.26,,,,979.97,84.91,2.58,,,265.06,8.06,,,,979.97,,,,,,,,,,,,,,,,STI RUBY,Oil tanker,183.0,32.0,8.3 m,2012.0,29708.0,49990.0,B&W,,,14,12.8
8225,9629952,STI GARNET,Oil tanker,EEDI (5.26 gCO₂/t·nm),,3235.6,,10142.51,1013.44,3790.48,4537.39,801.24,,,,3301.54,93.5,3.43,,,293.1,10.75,,,,3301.54,,,,,,,,,,,,,,,,STI GARNET,Oil tanker,183.0,32.0,7.5 m,2012.0,29708.0,49990.0,,6s50me-b,,16.3,11.3
8226,9629964,STI ONYX,Oil tanker,EEDI (5.2 gCO₂/t·nm),,1880.58,,5871.02,564.19,2262.76,2842.41,201.66,,,,1674.9,92.71,2.87,,,289.44,8.95,,,,1674.9,,,,,,,,,,,,,,,,STI ONYX,Oil tanker,183.0,32.0,11.3 m,2012.0,29725.0,49990.0,MAN-B&W,6S50ME-B9,8890 KW,13.8,12.4
8227,9630004,VELIKIY NOVGOROD,LNG carrier,EIV (5.69 gCO₂/t·nm),IC,2181.25,,6019.23,1386.37,3642.32,481.52,509.02,,,,511.0,247.27,,9.08,,682.36,,25.06,,,511.0,,,,,,,,,,,,,,,,VELIKIY NOVGOROD,LNG carrier,299.0,45.0,9.4 m,2014.0,113876.0,93486.0,MAN,,,17.7,14.4
8228,9630016,WIND S,General cargo ship,EIV (13.8 gCO₂/t·nm),,840.0,,2693.04,524.69,1204.81,916.92,46.62,,,,2598.73,34.92,Division by zero!,,6.1,111.96,Division by zero!,,19.55,,2598.73,,,,,,,,,,,,,,,,WIND S,General cargo ship,116.0,18.0,6 m,2011.0,6601.0,8232.0,MAN-B&W,8L45GFC,2500 KW,10,9.2
8229,9630028,PSKOV,LNG carrier,EIV (5.71 gCO₂/t·nm),PC2,9219.98,,25598.05,0.0,14496.72,10246.57,854.76,,,,1996.17,291.05,,5.36,,808.07,,14.87,,,1996.17,,,,,,,,,,,,,,,,PSKOV,LNG carrier,299.0,45.0,11.7 m,2014.0,113876.0,93152.0,,,,18.9,12.8
8230,9630030,TORILL KNUTSEN,Oil tanker,EIV (5.58 gCO₂/t·nm),IA,7604.46,,24379.9,14125.51,3362.45,5682.96,1208.98,,,,2915.12,316.97,7.77,,,1016.21,24.9,,,,2915.12,,,,,,,,,,,,,,,,TORILL KNUTSEN,Oil tanker,275.0,46.0,9.2 m,2013.0,80850.0,123166.0,,,,11.9,7.4
8231,9630248,W-ARCTURUS,Bulk carrier,EIV (4.19 gCO₂/t·nm),,688.98,,2172.1,0.0,1293.3,820.3,58.6,,,,514.4,121.11,4.84,,,381.81,15.25,,,,514.4,,,,,,,,,,,,,,,,W-ARCTURUS,Bulk carrier,228.0,32.0,13.9 m,2012.0,44009.0,81336.0,,,,14.9,10.9
8232,9630406,SEASPAN ZAMBEZI,Container ship,EIV (12.45 gCO₂/t·nm),,2081.56,,6509.91,535.12,282.03,5547.54,145.25,,,,647.6,222.87,3.13,,,696.99,9.78,,,,647.6,,,,,,,,,,,,,,,,SEASPAN ZAMBEZI,Container ship,336.0,48.0,10 m,2014.0,112967.0,115086.0,,,,15.6,12.9
8233,9630664,FIJI,Bulk carrier,EIV (4.03 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,FIJI,Bulk carrier,229.0,32.0,10.7 m,2013.0,43990.0,81285.0,,,,14.2,10.7
8234,9630731,KOSMAN,Bulk carrier,EIV (4.96 gCO₂/t·nm),,1549.36,,4852.75,842.13,1509.4,2091.81,409.4,,,,1311.25,124.61,4.24,,,390.28,13.27,,,,1311.25,,,,,,,,,,,,,,,,KOSMAN,Bulk carrier,189.0,32.0,12.5 m,2013.0,32839.0,58000.0,,,,14.4,11
8235,9630755,CLIPPER QUITO,Gas carrier,EIV (6.6 gCO₂/t·nm),,773.5,,2411.14,0.0,1989.41,367.22,54.5,,,,455.62,118.53,57.54,,,369.49,179.35,,,,455.62,,,,,,,,,,,,,,,,CLIPPER QUITO,Gas carrier,225.0,36.0,0 m,2013.0,48051.0,55047.0,,,,---,---
8236,9631072,VOLGABORG,General cargo ship,EIV (8.97 gCO₂/t·nm),IA,1136.19,,3627.05,1263.88,1523.97,739.98,99.23,,,,3374.0,35.27,Division by zero!,,4.37,112.6,Division by zero!,,13.96,,3374.0,,,,,,,,,,,,,,,,VOLGABORG,General cargo ship,142.0,15.0,5 m,2013.0,7367.0,11850.0,MAK,9M25,2970 KW,11.3,6.8
8237,9631113,LYME BAY,Container ship,EIV (16.58 gCO₂/t·nm),,1582.89,1425.58,4999.28,82.39,729.13,3712.63,475.13,,,4498.01,964.2,126.58,7.79,,,399.79,24.61,,,,964.2,,114.67,7.02,,,,,361.81,22.14,,,,,,,LYME BAY,Container ship,228.0,37.0,,2013.0,40855.0,52040.0,MAN-B&W,6K80ME-C,27400 KW,,
